list_name,name,label,link_group,link_maingroup,usercountry,curr_sdate,curr_fdate,curr_detail_link,,,,,,,,,,,
hazardsubsubtypes,BI0020,Sexually Transmitted Diseases (Human),hazbioinfdisanihum,haztypebio,,,,,,,,,,,,,,,
hazardsubsubtypes,BI0021,Neglected Tropical Diseases (Human),hazbioinfdisanihum,haztypebio,,,,,,,,,,,,,,,
hazardsubsubtypes,BI0022,Vaccine-Preventable Diseases (Human),hazbioinfdisanihum,haztypebio,,,,,,,,,,,,,,,
hazardsubsubtypes,BI0023,Vector Borne Diseases (VBD) (Human),hazbioinfdisanihum,haztypebio,,,,,,,,,,,,,,,
hazardsubsubtypes,BI0024,Viral Haemorrhagic Fevers (Human),hazbioinfdisanihum,haztypebio,,,,,,,,,,,,,,,
hazardsubsubtypes,BI0025,Antimicrobial Resistant Microorganisms (Human),hazbioinfdisanihum,haztypebio,,,,,,,,,,,,,,,
hazardsubsubtypes,BI0026,Animal Diseases (Not Zoonoses),hazbioinfdisanihum,haztypebio,,,,,,,,,,,,,,,
hazardsubsubtypes,BI0027,Zoonotic Diseases,hazbioinfdisanihum,haztypebio,,,,,,,,,,,,,,,
hazardsubsubtypes,BI0028,Diarrhoeal Diseases (Human),hazbioinfdisanihum,haztypebio,,,,,,,,,,,,,,,
hazardsubsubtypes,BI0029,Prion Diseases,hazbioinfdisanihum,haztypebio,,,,,,,,,,,,,,,
hazardsubsubtypes,BI0030,Hepatitis B (Human),hazbioinfdisanihum,haztypebio,,,,,,,,,,,,,,,
hazardsubsubtypes,BI0031,Hepatitis C (Human),hazbioinfdisanihum,haztypebio,,,,,,,,,,,,,,,
hazardsubsubtypes,BI0032,HIV and AIDS (Human),hazbioinfdisanihum,haztypebio,,,,,,,,,,,,,,,
hazardsubsubtypes,BI0033,COVID-19 (SARS-CoV-2) (Human),hazbioinfdisanihum,haztypebio,,,,,,,,,,,,,,,
hazardsubsubtypes,BI0034,Cholera (Human),hazbioinfdisanihum,haztypebio,,,,,,,,,,,,,,,
hazardsubsubtypes,BI0035,Cryptosporidium (Human),hazbioinfdisanihum,haztypebio,,,,,,,,,,,,,,,
hazardsubsubtypes,BI0036,Paratyphoid fever (Human),hazbioinfdisanihum,haztypebio,,,,,,,,,,,,,,,
hazardsubsubtypes,BI0037,Typhoid Fever (Human),hazbioinfdisanihum,haztypebio,,,,,,,,,,,,,,,
hazardsubsubtypes,BI0038,Hepatitis A (Human),hazbioinfdisanihum,haztypebio,,,,,,,,,,,,,,,
hazardsubsubtypes,BI0039,Escherichia Coli (STEC) (Human),hazbioinfdisanihum,haztypebio,,,,,,,,,,,,,,,
hazardsubsubtypes,BI0040,Listeriosis (Human),hazbioinfdisanihum,haztypebio,,,,,,,,,,,,,,,
hazardsubsubtypes,BI0041,Shigellosis (Human),hazbioinfdisanihum,haztypebio,,,,,,,,,,,,,,,
hazardsubsubtypes,BI0042,Avian Influenza (Human and Animal),hazbioinfdisanihum,haztypebio,,,,,,,,,,,,,,,
hazardsubsubtypes,BI0043,Pandemic Influenza (Human),hazbioinfdisanihum,haztypebio,,,,,,,,,,,,,,,
hazardsubsubtypes,BI0044,Seasonal Influenza (Human),hazbioinfdisanihum,haztypebio,,,,,,,,,,,,,,,
hazardsubsubtypes,BI0045,Cysticercosis,hazbioinfdisanihum,haztypebio,,,,,,,,,,,,,,,
hazardsubsubtypes,BI0046,Leptospirosis (Human),hazbioinfdisanihum,haztypebio,,,,,,,,,,,,,,,
hazardsubsubtypes,BI0047,Plague (Human),hazbioinfdisanihum,haztypebio,,,,,,,,,,,,,,,
hazardsubsubtypes,BI0048,Leprosy,hazbioinfdisanihum,haztypebio,,,,,,,,,,,,,,,
hazardsubsubtypes,BI0049,Chikungunya,hazbioinfdisanihum,haztypebio,,,,,,,,,,,,,,,
hazardsubsubtypes,BI0050,Zika Virus (human),hazbioinfdisanihum,haztypebio,,,,,,,,,,,,,,,
hazardsubsubtypes,BI0051,Diphtheria (Human),hazbioinfdisanihum,haztypebio,,,,,,,,,,,,,,,
hazardsubsubtypes,BI0052,Measles (Human),hazbioinfdisanihum,haztypebio,,,,,,,,,,,,,,,
hazardsubsubtypes,BI0053,Meningococcal Meningitis (Human),hazbioinfdisanihum,haztypebio,,,,,,,,,,,,,,,
hazardsubsubtypes,BI0054,Pertussis (Human),hazbioinfdisanihum,haztypebio,,,,,,,,,,,,,,,
hazardsubsubtypes,BI0055,Polio (Human),hazbioinfdisanihum,haztypebio,,,,,,,,,,,,,,,
hazardsubsubtypes,BI0056,Smallpox (Human),hazbioinfdisanihum,haztypebio,,,,,,,,,,,,,,,
hazardsubsubtypes,BI0057,Varicella and herpes zoster (Human),hazbioinfdisanihum,haztypebio,,,,,,,,,,,,,,,
hazardsubsubtypes,BI0058,Yellow Fever (Human),hazbioinfdisanihum,haztypebio,,,,,,,,,,,,,,,
hazardsubsubtypes,BI0059,Dengue (Human),hazbioinfdisanihum,haztypebio,,,,,,,,,,,,,,,
hazardsubsubtypes,BI0060,Malaria (Human),hazbioinfdisanihum,haztypebio,,,,,,,,,,,,,,,
hazardsubsubtypes,BI0061,Crimean-Congo Haemorrhagic Fever (Human),hazbioinfdisanihum,haztypebio,,,,,,,,,,,,,,,
hazardsubsubtypes,BI0062,Ebola (Human),hazbioinfdisanihum,haztypebio,,,,,,,,,,,,,,,
hazardsubsubtypes,BI0063,Lassa Fever (Human),hazbioinfdisanihum,haztypebio,,,,,,,,,,,,,,,
hazardsubsubtypes,BI0064,Tuberculosis (Human and Animal),hazbioinfdisanihum,haztypebio,,,,,,,,,,,,,,,
hazardsubsubtypes,BI0065,Middle East Respiratory Syndrome (MERS) (Human),hazbioinfdisanihum,haztypebio,,,,,,,,,,,,,,,
hazardsubsubtypes,BI0066,Monkeypox (Human),hazbioinfdisanihum,haztypebio,,,,,,,,,,,,,,,
hazardsubsubtypes,BI0067,Rabies (Animal and Human),hazbioinfdisanihum,haztypebio,,,,,,,,,,,,,,,
hazardsubsubtypes,BI0068,Severe Acute Respiratory Syndrome (SARS) (Human),hazbioinfdisanihum,haztypebio,,,,,,,,,,,,,,,
hazardsubsubtypes,BI0069,Rotavirus (Human),hazbioinfdisanihum,haztypebio,,,,,,,,,,,,,,,
hazardsubsubtypes,BI0070,African Swine Fever (Animal),hazbioinfdisani,haztypebio,,,,,,,,,,,,,,,
hazardsubsubtypes,BI0071,Vector-borne diseases (VBD) (Animals),hazbioinfdisanihum,haztypebio,,,,,,,,,,,,,,,
hazardsubsubtypes,BI0072,Brucellosis (Animal),hazbioinfdisanihum,haztypebio,,,,,,,,,,,,,,,
hazardsubsubtypes,BI0073,Classical Swine Fever (Animal),hazbioinfdisani,haztypebio,,,,,,,,,,,,,,,
hazardsubsubtypes,BI0074,Contagious Bovine Pleuropneumonia (CBPP) (Animal),hazbioinfdisanihum,haztypebio,,,,,,,,,,,,,,,
hazardsubsubtypes,BI0075,Contagious Caprine Pleuropneumonia (CCPP) (Animal),hazbioinfdisanihum,haztypebio,,,,,,,,,,,,,,,
hazardsubsubtypes,BI0076,Foot and Mouth Disease Virus (Animal),hazbioinfdisanihum,haztypebio,,,,,,,,,,,,,,,
hazardsubsubtypes,BI0077,Lumpy Skin Disease (Animal),hazbioinfdisanihum,haztypebio,,,,,,,,,,,,,,,
hazardsubsubtypes,BI0078,New World Screwworm (NWS) (Animal),hazbioinfdisanihum,haztypebio,,,,,,,,,,,,,,,
hazardsubsubtypes,BI0079,Newcastle Disease Virus (Animal),hazbioinfdisanihum,haztypebio,,,,,,,,,,,,,,,
hazardsubsubtypes,BI0080,Peste Des Petits Ruminants (Animal),hazbioinfdisanihum,haztypebio,,,,,,,,,,,,,,,
hazardsubsubtypes,BI0081,Q Fever,hazbioinfdisanihum,haztypebio,,,,,,,,,,,,,,,
hazardsubsubtypes,BI0082,Rift Valley Fever (Animal),hazbioinfdisanihum,haztypebio,,,,,,,,,,,,,,,
hazardsubsubtypes,BI0083,Trypanosomosis (Animal),hazbioinfdisanihum,haztypebio,,,,,,,,,,,,,,,
hazardsubsubtypes,BI0084,West Nile Fever (Human),hazbioinfdisanihum,haztypebio,,,,,,,,,,,,,,,
hazardsubsubtypes,BI0085,Rinderpest (Animal),hazbioinfdisani,haztypebio,,,,,,,,,,,,,,,
hazardsubsubtypes,BI0086,Trypanosomiasis (Human),hazbioinfdisanihum,haztypebio,,,,,,,,,,,,,,,
hazardsubsubtypes,BI0087,Shrimp disease (bacterial) - Acute Hepatic pancreatic necrosis,hazbioinfdisaqua,haztypebio,,,,,,,,,,,,,,,
hazardsubsubtypes,BI0088,Oyster Disease Aquaculture,hazbioinfdisaqua,haztypebio,,,,,,,,,,,,,,,
hazardsubsubtypes,TL0001,Radioactive Waste,haztechrad,haztypetech,,,,,,,,,,,,,,,
hazardsubsubtypes,TL0002,Radioactive Material,haztechrad,haztypetech,,,,,,,,,,,,,,,
hazardsubsubtypes,TL0003,Radiation Agents,haztechcbrne,haztypetech,,,,,,,,,,,,,,,
hazardsubsubtypes,TL0004,Nuclear Agents,haztechcbrne,haztypetech,,,,,,,,,,,,,,,
hazardsubsubtypes,TL0005,Building Collapse,haztechstrfail,haztypetech,,,,,,,,,,,,,,,
hazardsubsubtypes,TL0006,"Building, highrise, cladding",haztechstrfail,haztypetech,,,,,,,,,,,,,,,
hazardsubsubtypes,TL0007,Structural Failure,haztechstrfail,haztypetech,,,,,,,,,,,,,,,
hazardsubsubtypes,TL0008,Bridge Failure,haztechstrfail,haztypetech,,,,,,,,,,,,,,,
hazardsubsubtypes,TL0009,Dam Failure,haztechstrfail,haztypetech,,,,,,,,,,,,,,,
hazardsubsubtypes,TL0010,Supply Chain Failure,haztechstrfail,haztypetech,,,,,,,,,,,,,,,
hazardsubsubtypes,TL0011,Critical Infrastructure Failure,haztechstrfail,haztypetech,,,,,,,,,,,,,,,
hazardsubsubtypes,TL0012,Nuclear Plant Failure,haztechinffail,haztypetech,,,,,,,,,,,,,,,
hazardsubsubtypes,TL0013,Power Outage/ or Blackout,haztechinffail,haztypetech,,,,,,,,,,,,,,,
hazardsubsubtypes,TL0014,Emergency Telecommunications Failure,haztechinffail,haztypetech,,,,,,,,,,,,,,,
hazardsubsubtypes,TL0015,Water Supply Failure,haztechinffail,haztypetech,,,,,,,,,,,,,,,
hazardsubsubtypes,TL0016,Radio and Other Telecommunication Failures,haztechinffail,haztypetech,,,,,,,,,,,,,,,
hazardsubsubtypes,TL0017,Misconfiguration of Software and Hardware,haztechcyb,haztypetech,,,,,,,,,,,,,,,
hazardsubsubtypes,TL0018,Non-Conformity and Interoperability,haztechcyb,haztypetech,,,,,,,,,,,,,,,
hazardsubsubtypes,TL0019,Malware,haztechcyb,haztypetech,,,,,,,,,,,,,,,
hazardsubsubtypes,TL0020,Data Breach,haztechcyb,haztypetech,,,,,,,,,,,,,,,
hazardsubsubtypes,TL0021,Data Security-Related Hazards,haztechcyb,haztypetech,,,,,,,,,,,,,,,
hazardsubsubtypes,TL0022,Disrupt,haztechcyb,haztypetech,,,,,,,,,,,,,,,
hazardsubsubtypes,TL0023,Outage,haztechcyb,haztypetech,,,,,,,,,,,,,,,
hazardsubsubtypes,TL0024,Personally Identifiable Information (PII) Breach,haztechcyb,haztypetech,,,,,,,,,,,,,,,
hazardsubsubtypes,TL0025,Internet of Things (IOT)-Related Hazards,haztechcyb,haztypetech,,,,,,,,,,,,,,,
hazardsubsubtypes,TL0026,Cyberbullying,haztechcyb,haztypetech,,,,,,,,,,,,,,,
hazardsubsubtypes,TL0027,Natech,haztechindfail,haztypetech,,,,,,,,,,,,,,,
hazardsubsubtypes,TL0028,Pollution,haztechindfail,haztypetech,,,,,,,,,,,,,,,
hazardsubsubtypes,TL0029,Explosion,haztechindfail,haztypetech,,,,,,,,,,,,,,,
hazardsubsubtypes,TL0030,Leaks and Spills,haztechindfail,haztypetech,,,,,,,,,,,,,,,
hazardsubsubtypes,TL0031,Soil Pollution,haztechindfail,haztypetech,,,,,,,,,,,,,,,
hazardsubsubtypes,TL0032,Fire,haztechindfail,haztypetech,,,,,,,,,,,,,,,
hazardsubsubtypes,TL0033,Mining Hazards,haztechindfail,haztypetech,,,,,,,,,,,,,,,
hazardsubsubtypes,TL0034,Safety Hazards Associated with Oil and Gas Extraction Activities,haztechindfail,haztypetech,,,,,,,,,,,,,,,
hazardsubsubtypes,TL0035,Disaster Waste,haztechwaste,haztypetech,,,,,,,,,,,,,,,
hazardsubsubtypes,TL0036,Solid Waste,haztechwaste,haztypetech,,,,,,,,,,,,,,,
hazardsubsubtypes,TL0037,Wastewater,haztechwaste,haztypetech,,,,,,,,,,,,,,,
hazardsubsubtypes,TL0038,Hazardous Waste,haztechwaste,haztypetech,,,,,,,,,,,,,,,
hazardsubsubtypes,TL0039,Plastic Waste,haztechwaste,haztypetech,,,,,,,,,,,,,,,
hazardsubsubtypes,TL0040,Marine Debris,haztechwaste,haztypetech,,,,,,,,,,,,,,,
hazardsubsubtypes,TL0041,Electronic Waste (E-Waste),haztechwaste,haztypetech,,,,,,,,,,,,,,,
hazardsubsubtypes,TL0042,Healthcare Risk Waste,haztechwaste,haztypetech,,,,,,,,,,,,,,,
hazardsubsubtypes,TL0043,Landfilling,haztechwaste,haztypetech,,,,,,,,,,,,,,,
hazardsubsubtypes,TL0044,Tailings,haztechwaste,haztypetech,,,,,,,,,,,,,,,
hazardsubsubtypes,TL0045,Waste Treatment Lagoons,haztechwaste,haztypetech,,,,,,,,,,,,,,,
hazardsubsubtypes,TL0046,Drain and Sewer Flooding,haztechflood,haztypetech,,,,,,,,,,,,,,,
hazardsubsubtypes,TL0047,Reservoir Flooding,haztechflood,haztypetech,,,,,,,,,,,,,,,
hazardsubsubtypes,TL0048,Air Transportation Accident,haztechtransp,haztypetech,,,,,,,,,,,,,,,
hazardsubsubtypes,TL0049,Inland Water Ways,haztechtransp,haztypetech,,,,,,,,,,,,,,,
hazardsubsubtypes,TL0050,Marine Accident,haztechtransp,haztypetech,,,,,,,,,,,,,,,
hazardsubsubtypes,TL0051,Rail Accident,haztechtransp,haztypetech,,,,,,,,,,,,,,,
hazardsubsubtypes,TL0052,Road Traffic Accident,haztechtransp,haztypetech,,,,,,,,,,,,,,,
hazardsubsubtypes,TL0053,Explosive agents,haztechcbrne,haztypetech,,,,,,,,,,,,,,,
hazardsubsubtypes,SO0001,International Armed Conflict (IAC),hazsocconf,haztypesoc,,,,,,,,,,,,,,,
hazardsubsubtypes,SO0002,Non-International Armed Conflict (NIAC),hazsocconf,haztypesoc,,,,,,,,,,,,,,,
hazardsubsubtypes,SO0003,Civil Unrest,hazsocconf,haztypesoc,,,,,,,,,,,,,,,
hazardsubsubtypes,SO0004,Explosive Remnants of War,hazsocpostconf,haztypesoc,,,,,,,,,,,,,,,
hazardsubsubtypes,SO0005,Environmental Degradation from Conflict,hazsocpostconf,haztypesoc,,,,,,,,,,,,,,,
hazardsubsubtypes,SO0006,Violence,hazsocbeh,haztypesoc,,,,,,,,,,,,,,,
hazardsubsubtypes,SO0007,Stampede or Crushing (Human),hazsocbeh,haztypesoc,,,,,,,,,,,,,,,
hazardsubsubtypes,SO0008,Financial shock,hazsoceco,haztypesoc,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
EXPOSURE,,,,,,,,,,,,,,,,,,,
exp_cats,expcat_pop,Population,,,,,,,,,,,,,,,,,
exp_cats,expcat_phyinf,Built Environment & Cultural Assets,,,,,,,,,,,,,,,,,
exp_cats,expcat_fineco,Financial/Economic Assets,,,,,,,,,,,,,,,,,
exp_cats,expcat_env,Environmental & Ecological Assets,,,,,,,,,,,,,,,,,
exp_cats,expcat_other,Other,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
exp_subcats,expsubcat_infprec,Other Precious Resources,expcat_env,,,,,,,,,,,,,,,,
exp_subcats,expsubcat_infmin,Mining Resources,expcat_env,,,,,,,,,,,,,,,,
exp_subcats,expsubcat_infarabl,Arable Land & Agricultural Produce,expcat_env,,,,,,,,,,,,,,,,
exp_subcats,expsubcat_infwater,Water,expcat_env,,,,,,,,,,,,,,,,
exp_subcats,expsubcat_envliv,Livestock,expcat_env,,,,,,,,,,,,,,,,
exp_subcats,expsubcat_finfor,Forestry & Natural Vegetation,expcat_env,,,,,,,,,,,,,,,,
exp_subcats,expsubcat_envaqu,Aquaculture & Fisheries,expcat_env,,,,,,,,,,,,,,,,
exp_subcats,expsubcat_envgreen,Green Infrastructure,expcat_env,,,,,,,,,,,,,,,,
exp_subcats,expsubcat_enveco,Ecological Zones & Nature Reserves,expcat_env,,,,,,,,,,,,,,,,
exp_subcats,expsubcat_envhab,Sensitive Habitats or Species,expcat_env,,,,,,,,,,,,,,,,
exp_subcats,expsubcat_ecoaid,Aid Contributions,expcat_fineco,,,,,,,,,,,,,,,,
exp_subcats,expsubcat_detreccost,Reconstruction Costs,expcat_fineco,,,,,,,,,,,,,,,,
exp_subcats,expsubcat_ecoins,Insured Cost,expcat_fineco,,,,,,,,,,,,,,,,
exp_subcats,expsubcat_ecounins,Uninsured Cost,expcat_fineco,,,,,,,,,,,,,,,,
exp_subcats,expsubcat_ecotot,Total Cost,expcat_fineco,,,,,,,,,,,,,,,,
exp_subcats,expsubcat_ecodirtot,Total Direct Cost,expcat_fineco,,,,,,,,,,,,,,,,
exp_subcats,expsubcat_ecoindtot,Total Indirect Cost,expcat_fineco,,,,,,,,,,,,,,,,
exp_subcats,expsubcat_physinfo,Information & Communication,expcat_phyinf,,,,,,,,,,,,,,,,
exp_subcats,expsubcat_physwater,Water & Sanitation Systems,expcat_phyinf,,,,,,,,,,,,,,,,
exp_subcats,expsubcat_inftot,Total Buildings,expcat_phyinf,,,,,,,,,,,,,,,,
exp_subcats,expsubcat_infres,Residential Buildings,expcat_phyinf,,,,,,,,,,,,,,,,
exp_subcats,expsubcat_phyhealth,Health Facilities – Non-Residential,expcat_phyinf,,,,,,,,,,,,,,,,
exp_subcats,expsubcat_phyedu,Educational Facilities – Non-Residential,expcat_phyinf,,,,,,,,,,,,,,,,
exp_subcats,expsubcat_infnonres,Other Non-Residential Buildings,expcat_phyinf,,,,,,,,,,,,,,,,
exp_subcats,expsubcat_infind,Industrial Buildings,expcat_phyinf,,,,,,,,,,,,,,,,
exp_subcats,expsubcat_infrds,"Transportation Systems (Roads, Railways, Harbours, Airports, etc)",expcat_phyinf,,,,,,,,,,,,,,,,
exp_subcats,expsubcat_infener,Energy Supply & Electricity infrastructure,expcat_phyinf,,,,,,,,,,,,,,,,
exp_subcats,expsubcat_infnonmov,"Socio-cultural Infrastructure (monuments, museums, etc)",expcat_phyinf,,,,,,,,,,,,,,,,
exp_subcats,expsubcat_popcnt,Total Population,expcat_pop,,,,,,,,,,,,,,,,
exp_subcats,expsubcat_popvuln,Vulnerable Population,expcat_pop,,,,,,,,,,,,,,,,
exp_subcats,expsubcat_popage,Age Demographic,expcat_pop,,,,,,,,,,,,,,,,
exp_subcats,expsubcat_popgend,Gender &/or Sex (SAAB) Demographic,expcat_pop,,,,,,,,,,,,,,,,
exp_subcats,expsubcat_popdis,Disabled Population,expcat_pop,,,,,,,,,,,,,,,,
exp_subcats,expsubcat_popindig,Indigenous or first nations people,expcat_pop,,,,,,,,,,,,,,,,
exp_subcats,expsubcat_risk,Alertscore or risk indicator,expcat_other,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
exp_specs,expspec_allpeop,People (All Demographics),expsubcat_popcnt,expcat_pop,,,,,,,,,,,,,,,
exp_specs,expspec_crop,Crops,expsubcat_infarabl,expcat_env,,,,,,,,,,,,,,,
exp_specs,expspec_women,Women,expsubcat_popgend,expcat_pop,,,,,,,,,,,,,,,
exp_specs,expspec_men,Men,expsubcat_popgend,expcat_pop,,,,,,,,,,,,,,,
exp_specs,expspec_elder,Elderly (Over 65),expsubcat_popage,expcat_pop,,,,,,,,,,,,,,,
exp_specs,expspec_chld14,Children (Under 14),expsubcat_popage,expcat_pop,,,,,,,,,,,,,,,
exp_specs,expspec_chld18,Children (Under 18),expsubcat_popage,expcat_pop,,,,,,,,,,,,,,,
exp_specs,expspec_wheelch,Wheelchair Users,expsubcat_popdis,expcat_pop,,,,,,,,,,,,,,,
exp_specs,expspec_road,Road,expsubcat_infrds,expcat_phyinf,,,,,,,,,,,,,,,
exp_specs,expspec_trainlin,Train-lines,expsubcat_infrds,expcat_phyinf,,,,,,,,,,,,,,,
exp_specs,expspec_vulempl,Population in Vulnerable Employment,expsubcat_popvuln,expcat_pop,,,,,,,,,,,,,,,
exp_specs,expspec_build,Buildings,expsubcat_inftot,expcat_phyinf,,,,,,,,,,,,,,,
exp_specs,expspec_reccost,Reconstruction Costs,expsubcat_ecotot,expcat_fineco,,,,,,,,,,,,,,,
exp_specs,expspec_hosp,Hospitals,expsubcat_phyhealth,expcat_phyinf,,,,,,,,,,,,,,,
exp_specs,expspec_educ,Education Centers,expsubcat_phyedu,expcat_phyinf,,,,,,,,,,,,,,,
exp_specs,expspec_loccur,Local Currency [Date of Event],expsubcat_ecotot,expcat_fineco,,,,,,,,,,,,,,,
exp_specs,expspec_globdate,Global/Regional Currency (e.g. USD),expsubcat_ecotot,expcat_fineco,,,,,,,,,,,,,,,
exp_specs,expspec_infloccur,Inflation-Adjusted Local Currency [Date of Event],expsubcat_ecotot,expcat_fineco,,,,,,,,,,,,,,,
exp_specs,expspec_infglobdate,Inflation-Adjusted Global/Regional Currency (USD),expsubcat_ecotot,expcat_fineco,,,,,,,,,,,,,,,
exp_specs,expspec_usdunsure,USD [Unsure],expsubcat_ecotot,expcat_fineco,,,,,,,,,,,,,,,
exp_specs,expspec_aidinf,Aid Contributions Inflation-Adjusted,expsubcat_ecoaid,expcat_fineco,,,,,,,,,,,,,,,
exp_specs,expspec_aidnoninf,Aid Contributions Non-Inflation-Adjusted,expsubcat_ecoaid,expcat_fineco,,,,,,,,,,,,,,,
exp_specs,expspec_aidunkinf,Aid Contributions (Unspecified-Inflation-Adjustment),expsubcat_ecoaid,expcat_fineco,,,,,,,,,,,,,,,
exp_specs,expspec_ecorecinf,Reconstruction Costs Inflation-Adjusted,expsubcat_detreccost,expcat_fineco,,,,,,,,,,,,,,,
exp_specs,expspec_ecorecnoninf,Reconstruction Costs Non-Inflation-Adjusted,expsubcat_detreccost,expcat_fineco,,,,,,,,,,,,,,,
exp_specs,expspec_ecorecunkinf,Reconstruction Costs (Unspecified-Inflation-Adjustment),expsubcat_detreccost,expcat_fineco,,,,,,,,,,,,,,,
exp_specs,expspec_ecoinsinf,Insured Costs Inflation-Adjusted,expsubcat_ecoins,expcat_fineco,,,,,,,,,,,,,,,
exp_specs,expspec_ecoinsnoninf,Insured Costs Non-Inflation-Adjusted,expsubcat_ecoins,expcat_fineco,,,,,,,,,,,,,,,
exp_specs,expspec_ecoinsunkinf,Insured Costs (Unspecified-Inflation-Adjustment),expsubcat_ecoins,expcat_fineco,,,,,,,,,,,,,,,
exp_specs,expspec_ecouninsinf,Uninsured Costs Inflation-Adjusted,expsubcat_ecounins,expcat_fineco,,,,,,,,,,,,,,,
exp_specs,expspec_ecouninsnoninf,Uninsured Costs Non-Inflation-Adjusted,expsubcat_ecounins,expcat_fineco,,,,,,,,,,,,,,,
exp_specs,expspec_ecouninsunkinf,Uninsured Costs (Unspecified-Inflation-Adjustment),expsubcat_ecounins,expcat_fineco,,,,,,,,,,,,,,,
exp_specs,expspec_ecototinf,Total Cost Inflation-Adjusted,expsubcat_ecotot,expcat_fineco,,,,,,,,,,,,,,,
exp_specs,expspec_ecototnoninf,Total Cost Non-Inflation-Adjusted,expsubcat_ecotot,expcat_fineco,,,,,,,,,,,,,,,
exp_specs,expspec_ecototunkinf,Total Cost (Unspecified-Inflation-Adjustment),expsubcat_ecotot,expcat_fineco,,,,,,,,,,,,,,,
exp_specs,expspec_ecodirtotinf,Total Direct Costs Inflation-Adjusted,expsubcat_ecodirtot,expcat_fineco,,,,,,,,,,,,,,,
exp_specs,expspec_ecodirtotnoninf,Total Direct Costs Non-Inflation-Adjusted,expsubcat_ecodirtot,expcat_fineco,,,,,,,,,,,,,,,
exp_specs,expspec_ecodirtotunkinf,Total Direct Costs (Unspecified-Inflation-Adjustment),expsubcat_ecodirtot,expcat_fineco,,,,,,,,,,,,,,,
exp_specs,expspec_ecoindirtotinf,Total Indirect Costs Inflation-Adjusted,expsubcat_ecoindtot,expcat_fineco,,,,,,,,,,,,,,,
exp_specs,expspec_ecoindirtotnoninf,Total Indirect Costs Non-Inflation-Adjusted,expsubcat_ecoindtot,expcat_fineco,,,,,,,,,,,,,,,
exp_specs,expspec_ecoindirtotunkinf,Total Indirect Costs (Unspecified-Inflation-Adjustment),expsubcat_ecoindtot,expcat_fineco,,,,,,,,,,,,,,,
exp_specs,expspec_cattle,Cattle,expsubcat_envliv,expcat_env,,,,,,,,,,,,,,,
exp_specs,expspec_alert,Alertscore,expsubcat_risk,expcat_other,,,,,,,,,,,,,,,
exp_specs,expspec_ecoifrcall,IFRC Aid Contributions (Unspecified-Inflation-Adjustment),expsubcat_ecoaid,expcat_fineco,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
IMPACT & LOSS,,,,,,,,,,,,,,,,,,,
imp_type,imptypunspec,Unspecified,,,,,,,,,,,,,,,,,
imp_type,imptypunaff,Unaffected,,,,,,,,,,,,,,,,,
imp_type,imptypdama,Damaged,,,,,,,,,,,,,,,,,
imp_type,imptypdest,Destroyed,,,,,,,,,,,,,,,,,
imp_type,imptyppotdam,Potentially Damaged,,,,,,,,,,,,,,,,,
imp_type,imptypaffe,Total Affected,,,,,,,,,,,,,,,,,
imp_type,imptypdiraffe,Directly Affected,,,,,,,,,,,,,,,,,
imp_type,imptypindaffe,Indirectly Affected,,,,,,,,,,,,,,,,,
imp_type,imptypdeat,Deaths,,,,,,,,,,,,,,,,,
imp_type,imptypmiss,Missing,,,,,,,,,,,,,,,,,
imp_type,imptypinju,Injured,,,,,,,,,,,,,,,,,
imp_type,imptypevac,Evacuated,,,,,,,,,,,,,,,,,
imp_type,imptypereloc,Relocated,,,,,,,,,,,,,,,,,
imp_type,imptypeassist,Assisted (Recieved Aid/Support),,,,,,,,,,,,,,,,,
imp_type,imptypeemshel,Emergency Sheltered,,,,,,,,,,,,,,,,,
imp_type,imptypetempacc,Temporary Accommodated,,,,,,,,,,,,,,,,,
imp_type,imptypelongacc,Long-Term Accommodated,,,,,,,,,,,,,,,,,
imp_type,imptypneed,In Need,,,,,,,,,,,,,,,,,
imp_type,imptyptarg,Targeted,,,,,,,,,,,,,,,,,
imp_type,imptypdisr,Disrupted,,,,,,,,,,,,,,,,,
imp_type,imptypcost,Loss (Cost),,,,,,,,,,,,,,,,,
imp_type,imptyphomles,Homeless,,,,,,,,,,,,,,,,,
imp_type,imptypidp,Internally Displaced Persons (IDPs),,,,,,,,,,,,,,,,,
imp_type,imptypextdisp,"Refugees, Asylum Seekers and Externally Displaced Persons",,,,,,,,,,,,,,,,,
imp_type,imptypedisp,Displaced Persons (Internal & External),,,,,,,,,,,,,,,,,
imp_type,imptypalert,Alertscore,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
UNITS,,,,,,,,,,,,,,,,,,,
est_type,esttype_prim,Primary Data,,,,,,,,,,,,,,,,,
est_type,esttype_second,Secondary Data,,,,,,,,,,,,,,,,,
est_type,esttype_model,Modelled (no event-specific data included),,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
measunitgroups,unitsacceleration,Acceleration,,,,,,,,,,,,,,,,,
measunitgroups,unitsangle,Angle,,,,,,,,,,,,,,,,,
measunitgroups,unitsarea,Area,,,,,,,,,,,,,,,,,
